epoch,step,train_loss_epoch,train_loss_step,val_loss
27,1389,,3.0544018745422363,
27,1399,,1.8197823762893677,
27,1399,,,3.836867094039917
27,1399,3.39408802986145,,
28,1409,,2.752166271209717,
28,1419,,3.6721038818359375,
28,1429,,6.423238277435303,
28,1439,,3.0543901920318604,
28,1449,,1.8197654485702515,
28,1449,,,3.836855173110962
28,1449,3.3940744400024414,,
29,1459,,2.752150058746338,
29,1469,,3.672091484069824,
29,1479,,6.4232258796691895,
29,1489,,3.0543787479400635,
29,1499,,1.819748044013977,
29,1499,,,3.836843490600586
29,1499,3.3940625190734863,,
30,1509,,2.7521321773529053,
30,1519,,3.67208194732666,
30,1529,,6.423208236694336,
30,1539,,3.0543768405914307,
30,1549,,1.8197447061538696,
30,1549,,,3.836834192276001
30,1549,3.3940517902374268,,
31,1559,,2.7521309852600098,
31,1569,,3.6720809936523438,
31,1579,,6.4232072830200195,
31,1589,,3.054375171661377,
31,1599,,1.8197426795959473,
31,1599,,,3.836832284927368
31,1599,3.3940513134002686,,
32,1609,,2.752129316329956,
32,1619,,3.672079563140869,
32,1629,,6.423206806182861,
32,1639,,3.0543735027313232,
32,1649,,1.819740653038025,
32,1649,,,3.8368313312530518
32,1649,3.394049644470215,,
33,1659,,2.7521276473999023,
33,1669,,3.6720781326293945,
33,1679,,6.4232048988342285,
33,1689,,3.0543718338012695,
33,1699,,1.8197386264801025,
33,1699,,,3.8368301391601562
33,1699,3.394047737121582,,
34,1709,,2.7521259784698486,
34,1719,,3.67207670211792,
34,1729,,6.423203945159912,
34,1739,,3.054370164871216,
34,1749,,1.8197365999221802,
34,1749,,,3.8368277549743652
34,1749,3.3940465450286865,,
35,1759,,2.752124309539795,
35,1769,,3.6720755100250244,
35,1779,,6.423202991485596,
35,1789,,3.054368495941162,
35,1799,,1.8197343349456787,
35,1799,,,3.836827039718628
35,1799,3.394044876098633,,
36,1809,,2.752122640609741,
36,1819,,3.67207407951355,
36,1829,,6.423201560974121,
36,1839,,3.0543665885925293,
36,1849,,1.8197323083877563,
36,1849,,,3.836825370788574
36,1849,3.394043207168579,,
37,1859,,2.7521212100982666,
37,1869,,3.6720728874206543,
37,1879,,6.423200607299805,
37,1889,,3.0543649196624756,
37,1899,,1.8197300434112549,
37,1899,,,3.8368234634399414
37,1899,3.394042730331421,,
38,1909,,2.752119779586792,
38,1919,,3.6720714569091797,
38,1929,,6.423199653625488,
38,1939,,3.054363489151001,
38,1949,,1.8197280168533325,
38,1949,,,3.8368217945098877
38,1949,3.3940420150756836,,
39,1959,,2.752117872238159,
39,1969,,3.672070264816284,
39,1979,,6.423198223114014,
39,1989,,3.0543618202209473,
39,1999,,1.8197259902954102,
39,1999,,,3.8368210792541504
39,1999,3.394040107727051,,
40,2009,,2.7521159648895264,
40,2019,,3.6720688343048096,
40,2029,,6.423196792602539,
40,2039,,3.0543618202209473,
40,2049,,1.8197259902954102,
40,2049,,,3.836820363998413
40,2049,3.3940389156341553,,
41,2059,,2.7521159648895264,
41,2069,,3.6720688343048096,
41,2079,,6.423196792602539,
41,2089,,3.0543618202209473,
41,2099,,1.8197256326675415,
41,2099,,,3.836820363998413
41,2099,3.3940389156341553,,
42,2109,,2.7521159648895264,
42,2119,,3.6720688343048096,
42,2129,,6.423196792602539,
42,2139,,3.0543618202209473,
42,2149,,1.819725513458252,
42,2149,,,3.836820363998413
42,2149,3.394038677215576,,
43,2159,,2.7521159648895264,
43,2169,,3.6720688343048096,
43,2179,,6.423196315765381,
43,2189,,3.0543618202209473,
43,2199,,1.819725513458252,
43,2199,,,3.836820363998413
43,2199,3.394038677215576,,
44,2209,,2.7521159648895264,
44,2219,,3.6720688343048096,
44,2229,,6.423196315765381,
44,2239,,3.054361581802368,
44,2249,,1.819725513458252,
44,2249,,,3.836819648742676
44,2249,3.394038677215576,,
45,2259,,2.7521159648895264,
45,2269,,3.6720688343048096,
45,2279,,6.423196315765381,
45,2289,,3.054361581802368,
45,2299,,1.819725513458252,
45,2299,,,3.836819648742676
45,2299,3.394038677215576,,
46,2309,,2.7521157264709473,
46,2319,,3.6720688343048096,
46,2329,,6.423196315765381,
46,2339,,3.054361581802368,
46,2349,,1.8197251558303833,
46,2349,,,3.8368194103240967
46,2349,3.394038438796997,,
47,2359,,2.7521157264709473,
47,2369,,3.6720688343048096,
47,2379,,6.423196315765381,
47,2389,,3.054361581802368,
47,2399,,1.8197251558303833,
47,2399,,,3.8368194103240967
47,2399,3.394038438796997,,
48,2409,,2.7521157264709473,
48,2419,,3.6720688343048096,
48,2429,,6.423196315765381,
48,2439,,3.05436110496521,
48,2449,,1.8197251558303833,
48,2449,,,3.8368194103240967
48,2449,3.394038438796997,,
49,2459,,2.7521157264709473,
49,2469,,3.6720685958862305,
49,2479,,6.423196315765381,
49,2489,,3.05436110496521,
49,2499,,1.8197251558303833,
49,2499,,,3.8368194103240967
49,2499,3.394038438796997,,
50,2509,,2.752115488052368,
50,2519,,3.6720685958862305,
50,2529,,6.423195838928223,
50,2539,,3.05436110496521,
50,2549,,1.8197251558303833,
50,2549,,,3.8368194103240967
50,2549,3.394038438796997,,
51,2559,,2.752115488052368,
51,2569,,3.6720685958862305,
51,2579,,6.423195838928223,
51,2589,,3.05436110496521,
51,2599,,1.8197251558303833,
51,2599,,,3.8368194103240967
51,2599,3.394038438796997,,
52,2609,,2.752115488052368,
52,2619,,3.6720685958862305,
52,2629,,6.423195838928223,
52,2639,,3.05436110496521,
52,2649,,1.8197251558303833,
52,2649,,,3.8368194103240967
52,2649,3.394038438796997,,
53,2659,,2.752115488052368,
53,2669,,3.6720685958862305,
53,2679,,6.423195838928223,
53,2689,,3.05436110496521,
53,2699,,1.8197251558303833,
53,2699,,,3.8368194103240967
53,2699,3.394038438796997,,
54,2709,,2.752115488052368,
54,2719,,3.6720685958862305,
54,2729,,6.423195838928223,
54,2739,,3.05436110496521,
54,2749,,1.8197251558303833,
54,2749,,,3.8368194103240967
54,2749,3.394038438796997,,
55,2759,,2.752115488052368,
55,2769,,3.6720685958862305,
55,2779,,6.423195838928223,
55,2789,,3.05436110496521,
55,2799,,1.8197251558303833,
55,2799,,,3.8368194103240967
55,2799,3.394038438796997,,
56,2809,,2.752115488052368,
56,2819,,3.6720685958862305,
56,2829,,6.423195838928223,
56,2839,,3.05436110496521,
56,2849,,1.8197251558303833,
56,2849,,,3.8368194103240967
56,2849,3.394038438796997,,
57,2859,,2.752115488052368,
57,2869,,3.6720685958862305,
57,2879,,6.423195838928223,
57,2889,,3.05436110496521,
57,2899,,1.8197251558303833,
57,2899,,,3.8368194103240967
57,2899,3.394038438796997,,
58,2909,,2.752115488052368,
58,2919,,3.6720685958862305,
58,2929,,6.423195838928223,
58,2939,,3.05436110496521,
58,2949,,1.8197251558303833,
58,2949,,,3.8368194103240967
58,2949,3.394038438796997,,
59,2959,,2.752115488052368,
59,2969,,3.6720685958862305,
59,2979,,6.423195838928223,
59,2989,,3.05436110496521,
59,2999,,1.8197251558303833,
59,2999,,,3.8368194103240967
59,2999,3.394038438796997,,
60,3009,,2.752115488052368,
60,3019,,3.6720685958862305,
60,3029,,6.423195838928223,
60,3039,,3.05436110496521,
60,3049,,1.8197251558303833,
60,3049,,,3.8368194103240967
60,3049,3.394038438796997,,
61,3059,,2.752115488052368,
61,3069,,3.6720685958862305,
61,3079,,6.423195838928223,
61,3089,,3.05436110496521,
61,3099,,1.8197251558303833,
61,3099,,,3.8368194103240967
61,3099,3.394038438796997,,
62,3109,,2.752115488052368,
62,3119,,3.6720685958862305,
62,3129,,6.423195838928223,
62,3139,,3.05436110496521,
62,3149,,1.8197251558303833,
62,3149,,,3.8368194103240967
62,3149,3.394038438796997,,
63,3159,,2.752115488052368,
63,3169,,3.6720685958862305,
63,3179,,6.423195838928223,
63,3189,,3.05436110496521,
63,3199,,1.8197251558303833,
63,3199,,,3.8368194103240967
63,3199,3.394038438796997,,
64,3209,,2.752115488052368,
64,3219,,3.6720685958862305,
64,3229,,6.423195838928223,
64,3239,,3.05436110496521,
64,3249,,1.8197251558303833,
64,3249,,,3.8368194103240967
64,3249,3.394038438796997,,
65,3259,,2.752115488052368,
65,3269,,3.6720685958862305,
65,3279,,6.423195838928223,
65,3289,,3.05436110496521,
65,3299,,1.8197251558303833,
65,3299,,,3.8368194103240967
65,3299,3.394038438796997,,
66,3309,,2.752115488052368,
66,3319,,3.6720685958862305,
66,3329,,6.423195838928223,
66,3339,,3.05436110496521,
66,3349,,1.8197251558303833,
66,3349,,,3.8368194103240967
66,3349,3.394038438796997,,
67,3359,,2.752115488052368,
67,3369,,3.6720685958862305,
67,3379,,6.423195838928223,
67,3389,,3.05436110496521,
67,3399,,1.8197251558303833,
67,3399,,,3.8368194103240967
67,3399,3.394038438796997,,
68,3409,,2.752115488052368,
68,3419,,3.6720685958862305,
68,3429,,6.423195838928223,
68,3439,,3.05436110496521,
68,3449,,1.8197251558303833,
68,3449,,,3.8368194103240967
68,3449,3.394038438796997,,
69,3459,,2.752115488052368,
69,3469,,3.6720685958862305,
69,3479,,6.423195838928223,
69,3489,,3.05436110496521,
69,3499,,1.8197251558303833,
69,3499,,,3.8368194103240967
69,3499,3.394038438796997,,
70,3509,,2.752115488052368,
70,3519,,3.6720685958862305,
70,3529,,6.423195838928223,
70,3539,,3.05436110496521,
70,3549,,1.8197251558303833,
70,3549,,,3.8368194103240967
70,3549,3.394038438796997,,
71,3559,,2.752115488052368,
71,3569,,3.6720685958862305,
71,3579,,6.423195838928223,
71,3589,,3.05436110496521,
71,3599,,1.8197251558303833,
71,3599,,,3.8368194103240967
71,3599,3.394038438796997,,
72,3609,,2.752115488052368,
72,3619,,3.6720685958862305,
72,3629,,6.423195838928223,
72,3639,,3.05436110496521,
72,3649,,1.8197251558303833,
72,3649,,,3.8368194103240967
72,3649,3.394038438796997,,
73,3659,,2.752115488052368,
73,3669,,3.6720685958862305,
73,3679,,6.423195838928223,
73,3689,,3.05436110496521,
73,3699,,1.8197251558303833,
73,3699,,,3.8368194103240967
73,3699,3.394038438796997,,
74,3709,,2.752115488052368,
74,3719,,3.6720685958862305,
74,3729,,6.423195838928223,
74,3739,,3.05436110496521,
74,3749,,1.8197251558303833,
74,3749,,,3.8368194103240967
74,3749,3.394038438796997,,
75,3759,,2.752115488052368,
75,3769,,3.6720685958862305,
75,3779,,6.423195838928223,
75,3789,,3.05436110496521,
75,3799,,1.8197251558303833,
75,3799,,,3.8368194103240967
75,3799,3.394038438796997,,
76,3809,,2.752115488052368,
76,3819,,3.6720685958862305,
76,3829,,6.423195838928223,
76,3839,,3.05436110496521,
76,3849,,1.8197251558303833,
76,3849,,,3.8368194103240967
76,3849,3.394038438796997,,
77,3859,,2.752115488052368,
77,3869,,3.6720685958862305,
77,3879,,6.423195838928223,
77,3889,,3.05436110496521,
77,3899,,1.8197251558303833,
77,3899,,,3.8368194103240967
77,3899,3.394038438796997,,
78,3909,,2.752115488052368,
78,3919,,3.6720685958862305,
78,3929,,6.423195838928223,
78,3939,,3.05436110496521,
78,3949,,1.8197251558303833,
78,3949,,,3.8368194103240967
78,3949,3.394038438796997,,
79,3959,,2.752115488052368,
79,3969,,3.6720685958862305,
79,3979,,6.423195838928223,
79,3989,,3.05436110496521,
79,3999,,1.8197251558303833,
79,3999,,,3.8368194103240967
79,3999,3.394038438796997,,
80,4009,,2.752115488052368,
80,4019,,3.6720685958862305,
80,4029,,6.423195838928223,
80,4039,,3.05436110496521,
80,4049,,1.8197251558303833,
80,4049,,,3.8368194103240967
80,4049,3.394038438796997,,
81,4059,,2.752115488052368,
81,4069,,3.6720685958862305,
81,4079,,6.423195838928223,
81,4089,,3.05436110496521,
81,4099,,1.8197251558303833,
81,4099,,,3.8368194103240967
81,4099,3.394038438796997,,
82,4109,,2.752115488052368,
82,4119,,3.6720685958862305,
82,4129,,6.423195838928223,
82,4139,,3.05436110496521,
82,4149,,1.8197251558303833,
82,4149,,,3.8368194103240967
82,4149,3.394038438796997,,
83,4159,,2.752115488052368,
83,4169,,3.6720685958862305,
83,4179,,6.423195838928223,
83,4189,,3.05436110496521,
83,4199,,1.8197251558303833,
83,4199,,,3.8368194103240967
83,4199,3.394038438796997,,
84,4209,,2.752115488052368,
84,4219,,3.6720685958862305,
84,4229,,6.423195838928223,
84,4239,,3.05436110496521,
84,4249,,1.8197251558303833,
84,4249,,,3.8368194103240967
84,4249,3.394038438796997,,
85,4259,,2.752115488052368,
85,4269,,3.6720685958862305,
85,4279,,6.423195838928223,
85,4289,,3.05436110496521,
85,4299,,1.8197251558303833,
85,4299,,,3.8368194103240967
85,4299,3.394038438796997,,
86,4309,,2.752115488052368,
86,4319,,3.6720685958862305,
86,4329,,6.423195838928223,
86,4339,,3.05436110496521,
86,4349,,1.8197251558303833,
86,4349,,,3.8368194103240967
86,4349,3.394038438796997,,
87,4359,,2.752115488052368,
87,4369,,3.6720685958862305,
87,4379,,6.423195838928223,
87,4389,,3.05436110496521,
87,4399,,1.8197251558303833,
87,4399,,,3.8368194103240967
87,4399,3.394038438796997,,
88,4409,,2.752115488052368,
88,4419,,3.6720685958862305,
88,4429,,6.423195838928223,
88,4439,,3.05436110496521,
88,4449,,1.8197251558303833,
88,4449,,,3.8368194103240967
88,4449,3.394038438796997,,
89,4459,,2.752115488052368,
89,4469,,3.6720685958862305,
89,4479,,6.423195838928223,
89,4489,,3.05436110496521,
89,4499,,1.8197251558303833,
89,4499,,,3.8368194103240967
89,4499,3.394038438796997,,
90,4509,,2.752115488052368,
90,4519,,3.6720685958862305,
90,4529,,6.423195838928223,
90,4539,,3.05436110496521,
90,4549,,1.8197251558303833,
90,4549,,,3.8368194103240967
90,4549,3.394038438796997,,
91,4559,,2.752115488052368,
91,4569,,3.6720685958862305,
91,4579,,6.423195838928223,
91,4589,,3.05436110496521,
91,4599,,1.8197251558303833,
91,4599,,,3.8368194103240967
91,4599,3.394038438796997,,
92,4609,,2.752115488052368,
92,4619,,3.6720685958862305,
92,4629,,6.423195838928223,
92,4639,,3.05436110496521,
92,4649,,1.8197251558303833,
92,4649,,,3.8368194103240967
92,4649,3.394038438796997,,
93,4659,,2.752115488052368,
93,4669,,3.6720685958862305,
93,4679,,6.423195838928223,
93,4689,,3.05436110496521,
93,4699,,1.8197251558303833,
93,4699,,,3.8368194103240967
93,4699,3.394038438796997,,
94,4709,,2.752115488052368,
94,4719,,3.6720685958862305,
94,4729,,6.423195838928223,
94,4739,,3.05436110496521,
94,4749,,1.8197251558303833,
94,4749,,,3.8368194103240967
94,4749,3.394038438796997,,
95,4759,,2.752115488052368,
95,4769,,3.6720685958862305,
95,4779,,6.423195838928223,
95,4789,,3.05436110496521,
95,4799,,1.8197251558303833,
95,4799,,,3.8368194103240967
95,4799,3.394038438796997,,
96,4809,,2.752115488052368,
96,4819,,3.6720685958862305,
96,4829,,6.423195838928223,
96,4839,,3.05436110496521,
96,4849,,1.8197251558303833,
96,4849,,,3.8368194103240967
96,4849,3.394038438796997,,
97,4859,,2.752115488052368,
97,4869,,3.6720685958862305,
97,4879,,6.423195838928223,
97,4889,,3.05436110496521,
97,4899,,1.8197251558303833,
97,4899,,,3.8368194103240967
97,4899,3.394038438796997,,
98,4909,,2.752115488052368,
98,4919,,3.6720685958862305,
98,4929,,6.423195838928223,
98,4939,,3.05436110496521,
98,4949,,1.8197251558303833,
98,4949,,,3.8368194103240967
98,4949,3.394038438796997,,
99,4959,,2.752115488052368,
99,4969,,3.6720685958862305,
99,4979,,6.423195838928223,
99,4989,,3.05436110496521,
99,4999,,1.8197251558303833,
99,4999,,,3.8368194103240967
99,4999,3.394038438796997,,
