epoch,step,train_loss_epoch,train_loss_step,val_loss
28,724,646.1155395507812,,
29,729,,909.70263671875,
29,739,,1388.5052490234375,
29,749,,362.1892395019531,
29,749,,,712.0346069335938
29,749,646.1101684570312,,
30,759,,783.9143676757812,
30,769,,517.8126220703125,
30,774,,,712.0361938476562
30,774,646.1065673828125,,
31,779,,909.694091796875,
31,789,,1388.497314453125,
31,799,,362.1883239746094,
31,799,,,712.0357055664062
31,799,646.1060791015625,,
32,809,,783.9132080078125,
32,819,,517.8117065429688,
32,824,,,712.0350952148438
32,824,646.10546875,,
33,829,,909.6925659179688,
33,839,,1388.4949951171875,
33,849,,362.1875915527344,
33,849,,,712.0343627929688
33,849,646.10498046875,,
34,859,,783.911865234375,
34,869,,517.810791015625,
34,874,,,712.033935546875
34,874,646.1044921875,,
35,879,,909.6909790039062,
35,889,,1388.4932861328125,
35,899,,362.18682861328125,
35,899,,,712.0333862304688
35,899,646.1039428710938,,
36,909,,783.9105834960938,
36,919,,517.8099365234375,
36,924,,,712.0326538085938
36,924,646.1033935546875,,
37,929,,909.689453125,
37,939,,1388.491455078125,
37,949,,362.1861267089844,
37,949,,,712.0321044921875
37,949,646.1029052734375,,
38,959,,783.9094848632812,
38,969,,517.80908203125,
38,974,,,712.031494140625
38,974,646.102294921875,,
39,979,,909.6878051757812,
39,989,,1388.4893798828125,
39,999,,362.1853942871094,
39,999,,,712.0308837890625
39,999,646.1018676757812,,
40,1009,,783.9083862304688,
40,1019,,517.8085327148438,
40,1024,,,712.0309448242188
40,1024,646.1015625,,
41,1029,,909.6871337890625,
41,1039,,1388.4886474609375,
41,1049,,362.1853332519531,
41,1049,,,712.0309448242188
41,1049,646.1015014648438,,
42,1059,,783.9083251953125,
42,1069,,517.8084716796875,
42,1074,,,712.0309448242188
42,1074,646.1015014648438,,
43,1079,,909.6870727539062,
43,1089,,1388.4886474609375,
43,1099,,362.1852722167969,
43,1099,,,712.0309448242188
43,1099,646.1013793945312,,
44,1109,,783.9082641601562,
44,1119,,517.8084106445312,
44,1124,,,712.0309448242188
44,1124,646.1013793945312,,
45,1129,,909.68701171875,
45,1139,,1388.4884033203125,
45,1149,,362.18524169921875,
45,1149,,,712.0308837890625
45,1149,646.1013793945312,,
46,1159,,783.9082641601562,
46,1169,,517.808349609375,
46,1174,,,712.0308837890625
46,1174,646.1013793945312,,
47,1179,,909.6868896484375,
47,1189,,1388.4884033203125,
47,1199,,362.18524169921875,
47,1199,,,712.03076171875
47,1199,646.101318359375,,
48,1209,,783.9081420898438,
48,1219,,517.808349609375,
48,1224,,,712.03076171875
48,1224,646.101318359375,,
49,1229,,909.6867065429688,
49,1239,,1388.488037109375,
49,1249,,362.1851806640625,
49,1249,,,712.03076171875
49,1249,646.101318359375,,
50,1259,,783.9080810546875,
50,1269,,517.8082885742188,
50,1274,,,712.03076171875
50,1274,646.101318359375,,
51,1279,,909.6867065429688,
51,1289,,1388.488037109375,
51,1299,,362.1851806640625,
51,1299,,,712.0307006835938
51,1299,646.101318359375,,
52,1309,,783.9080810546875,
52,1319,,517.8082885742188,
52,1324,,,712.0307006835938
52,1324,646.101318359375,,
53,1329,,909.686767578125,
53,1339,,1388.488037109375,
53,1349,,362.1851806640625,
53,1349,,,712.03076171875
53,1349,646.101318359375,,
54,1359,,783.9080810546875,
54,1369,,517.8082275390625,
54,1374,,,712.03076171875
54,1374,646.101318359375,,
55,1379,,909.6867065429688,
55,1389,,1388.488037109375,
55,1399,,362.1851806640625,
55,1399,,,712.0307006835938
55,1399,646.101318359375,,
56,1409,,783.9080810546875,
56,1419,,517.8082275390625,
56,1424,,,712.03076171875
56,1424,646.101318359375,,
57,1429,,909.6867065429688,
57,1439,,1388.488037109375,
57,1449,,362.1851806640625,
57,1449,,,712.0307006835938
57,1449,646.101318359375,,
58,1459,,783.9080810546875,
58,1469,,517.8082275390625,
58,1474,,,712.03076171875
58,1474,646.101318359375,,
59,1479,,909.686767578125,
59,1489,,1388.488037109375,
59,1499,,362.1851806640625,
59,1499,,,712.0307006835938
59,1499,646.101318359375,,
60,1509,,783.9080810546875,
60,1519,,517.8082275390625,
60,1524,,,712.03076171875
60,1524,646.101318359375,,
61,1529,,909.686767578125,
61,1539,,1388.4881591796875,
61,1549,,362.1851806640625,
61,1549,,,712.0307006835938
61,1549,646.101318359375,,
62,1559,,783.9080810546875,
62,1569,,517.8082275390625,
62,1574,,,712.03076171875
62,1574,646.101318359375,,
63,1579,,909.6867065429688,
63,1589,,1388.488037109375,
63,1599,,362.1851806640625,
63,1599,,,712.0307006835938
63,1599,646.101318359375,,
64,1609,,783.9080810546875,
64,1619,,517.8082275390625,
64,1624,,,712.0307006835938
64,1624,646.101318359375,,
65,1629,,909.6867065429688,
65,1639,,1388.488037109375,
65,1649,,362.1851806640625,
65,1649,,,712.0307006835938
65,1649,646.101318359375,,
66,1659,,783.9080810546875,
66,1669,,517.8082275390625,
66,1674,,,712.0307006835938
66,1674,646.101318359375,,
67,1679,,909.6867065429688,
67,1689,,1388.488037109375,
67,1699,,362.1851806640625,
67,1699,,,712.03076171875
67,1699,646.101318359375,,
68,1709,,783.9080810546875,
68,1719,,517.8082275390625,
68,1724,,,712.0307006835938
68,1724,646.101318359375,,
69,1729,,909.6867065429688,
69,1739,,1388.488037109375,
69,1749,,362.1851806640625,
69,1749,,,712.0307006835938
69,1749,646.101318359375,,
70,1759,,783.9080810546875,
70,1769,,517.8082275390625,
70,1774,,,712.03076171875
70,1774,646.101318359375,,
71,1779,,909.6867065429688,
71,1789,,1388.488037109375,
71,1799,,362.1851806640625,
71,1799,,,712.0307006835938
71,1799,646.101318359375,,
72,1809,,783.9080810546875,
72,1819,,517.8082275390625,
72,1824,,,712.0307006835938
72,1824,646.101318359375,,
73,1829,,909.6867065429688,
73,1839,,1388.488037109375,
73,1849,,362.1851806640625,
73,1849,,,712.0307006835938
73,1849,646.101318359375,,
74,1859,,783.9080810546875,
74,1869,,517.8082275390625,
74,1874,,,712.03076171875
74,1874,646.101318359375,,
75,1879,,909.6867065429688,
75,1889,,1388.488037109375,
75,1899,,362.1851806640625,
75,1899,,,712.0307006835938
75,1899,646.101318359375,,
76,1909,,783.9080810546875,
76,1919,,517.8082885742188,
76,1924,,,712.0307006835938
76,1924,646.101318359375,,
77,1929,,909.6867065429688,
77,1939,,1388.488037109375,
77,1949,,362.1851806640625,
77,1949,,,712.0307006835938
77,1949,646.101318359375,,
78,1959,,783.9080810546875,
78,1969,,517.8082275390625,
78,1974,,,712.03076171875
78,1974,646.101318359375,,
79,1979,,909.686767578125,
79,1989,,1388.488037109375,
79,1999,,362.1851806640625,
79,1999,,,712.0307006835938
79,1999,646.101318359375,,
80,2009,,783.9080810546875,
80,2019,,517.8082275390625,
80,2024,,,712.0307006835938
80,2024,646.101318359375,,
81,2029,,909.6867065429688,
81,2039,,1388.488037109375,
81,2049,,362.1851806640625,
81,2049,,,712.0307006835938
81,2049,646.101318359375,,
82,2059,,783.9080810546875,
82,2069,,517.8082275390625,
82,2074,,,712.0307006835938
82,2074,646.101318359375,,
83,2079,,909.6867065429688,
83,2089,,1388.488037109375,
83,2099,,362.1851806640625,
83,2099,,,712.0307006835938
83,2099,646.101318359375,,
84,2109,,783.9080810546875,
84,2119,,517.8082275390625,
84,2124,,,712.0307006835938
84,2124,646.101318359375,,
85,2129,,909.6867065429688,
85,2139,,1388.488037109375,
85,2149,,362.1851806640625,
85,2149,,,712.0307006835938
85,2149,646.101318359375,,
86,2159,,783.9080810546875,
86,2169,,517.8082275390625,
86,2174,,,712.0307006835938
86,2174,646.101318359375,,
87,2179,,909.6867065429688,
87,2189,,1388.488037109375,
87,2199,,362.1851806640625,
87,2199,,,712.0307006835938
87,2199,646.101318359375,,
88,2209,,783.9080810546875,
88,2219,,517.8082275390625,
88,2224,,,712.0307006835938
88,2224,646.101318359375,,
89,2229,,909.6867065429688,
89,2239,,1388.488037109375,
89,2249,,362.1851806640625,
89,2249,,,712.0307006835938
89,2249,646.101318359375,,
90,2259,,783.9080810546875,
90,2269,,517.8082275390625,
90,2274,,,712.0307006835938
90,2274,646.101318359375,,
91,2279,,909.6867065429688,
91,2289,,1388.488037109375,
91,2299,,362.1851806640625,
91,2299,,,712.0307006835938
91,2299,646.101318359375,,
92,2309,,783.9080810546875,
92,2319,,517.8082275390625,
92,2324,,,712.0307006835938
92,2324,646.101318359375,,
93,2329,,909.6867065429688,
93,2339,,1388.488037109375,
93,2349,,362.1851806640625,
93,2349,,,712.0307006835938
93,2349,646.101318359375,,
94,2359,,783.9080810546875,
94,2369,,517.8082275390625,
94,2374,,,712.0307006835938
94,2374,646.101318359375,,
95,2379,,909.6867065429688,
95,2389,,1388.488037109375,
95,2399,,362.1851806640625,
95,2399,,,712.0307006835938
95,2399,646.101318359375,,
96,2409,,783.9080810546875,
96,2419,,517.8082275390625,
96,2424,,,712.0307006835938
96,2424,646.101318359375,,
97,2429,,909.6867065429688,
97,2439,,1388.488037109375,
97,2449,,362.1851806640625,
97,2449,,,712.0307006835938
97,2449,646.101318359375,,
98,2459,,783.9080810546875,
98,2469,,517.8082275390625,
98,2474,,,712.0307006835938
98,2474,646.101318359375,,
99,2479,,909.6867065429688,
99,2489,,1388.488037109375,
99,2499,,362.1851806640625,
99,2499,,,712.0307006835938
99,2499,646.101318359375,,
